"C Nobara Kugisaki", ("Cabelo até o pescoço", "Cabelo castanho", "Olhos castanhos", "Uniforme escolar", "Brincos de argola"), 1.00
"C Yato", ("Cabelo até o pescoço", "Cabelo preto", "Olhos azuis", "Jaqueta preta", "Cachecol branco"), 0.96
"C Yuuji Itadori", ("Cabelo até as orelhas", "Cabelo rosa", "Olhos castanhos", "Roupa azul", "Dedos de Sukuna"), 0.86
"S Macacão preto", ("Cabelo preto"), 0.18
"C Tsubaki Sawabe", ("Cabelo até o pescoço", "Cabelo marrom", "Olhos castanhos", "Uniforme escolar"), 0.98
"S Uniforme escolar", ("Cabelo verde"), 0.36
"C Diane", ("Cabelo até os ombros", "Cabelo castanho", "Olhos roxos", "Roupa laranja"), 0.86
"C Robert E. O. Speedwagon", ("Cabelo até as orelhas", "Cabelo loiro", "Olhos amarelos", "Terno preto", "Cachecol listrado", "Top hat listrado"), 0.91
"S Cabelo até as costas", ("Jaqueta vermelha", "Olhos castanhos"), 0.38
"S Clube dos jogos de mesa", ("Olheiras", "Cabelo até as costas", "Cabelo até o quadril ou abaixo"), 0.32
"S Cabelo roxo", ("Gravata vermelha", "Prisilha de cabelo", "Rifle de assalto", "Flip phone"), 0.35
"S Cabelo branco", ("Roupa amarela", "Olhos pretos", "Super hacker"), 0.29
"C Rintarou Okabe", ("Cabelo até as orelhas", "Cabelo preto", "Olhos castanhos", "Camisa branca", "Jaleco", "Flip phone"), 0.70
"C Erza Scarlet", ("Cabelo até a cintura", "Cabelo ruivo", "Olhos castanhos", "Roupa branca", "Espada", "Cinto"), 0.74
"C Misato Katsuragi", ("Cabelo até as costas", "Cabelo roxo", "Olhos castanhos", "Vestido preto", "Jaqueta vermelha"), 0.94
"S Cabelo preto", ("Olhos vermelhos", "Compulsão por apostas"), 0.19
"S Olhos verdes", ("Capa verde", "Jaqueta militar"), 0.26
"C Miyuki Shirogane", ("Cabelo até as orelhas", "Cabelo loiro", "Olhos azuis", "Uniforme escolar", "Presidente do Conselho Estudantil", "Olheiras"), 0.88
"C Chopper Tony Tony", ("Olhos pretos", "Camisa listrada", "Capacete azul", "Mochila azul"), 0.79
"C Killua Zoldyck", ("Cabelo até as orelhas", "Cabelo branco", "Olhos azuis", "Roupa branca"), 0.85
"S Olhos castanhos", ("Roupa preta", "Espada"), 0.22
"C Leorio Paladiknight", ("Cabelo até as orelhas", "Cabelo preto", "Olhos castanhos", "Roupa azul", "Óculos", "Maleta"), 0.90
"C Dio Brando", ("Cabelo até o pescoço", "Cabelo loiro", "Olhos amarelos", "Roupa amarela", "Za warudo"), 0.72
"C Kaori Miyazono", ("Cabelo até as costas", "Cabelo loiro", "Olhos azuis", "Uniforme escolar", "Violinista"), 0.72
"C All Might", ("Cabelo até o pescoço", "Cabelo loiro", "Olhos azuis", "One for all", "Traje de super-herói"), 0.84
"C Kousei Arima", ("Cabelo até as orelhas", "Cabelo preto", "Olhos azuis", "Uniforme escolar", "Pianista", "Óculos"), 0.92
"C Emilia", ("Cabelo até o quadril ou abaixo", "Cabelo branco", "Olhos roxos", "Roupa branca", "Prisilha de cabelo"), 0.72
"C Power", ("Cabelo até as costas", "Cabelo loiro", "Olhos amarelos", "Camisa branca", "Jaqueta azul", "Gravata"), 0.85
"C Kazuma Satou", ("Cabelo até as orelhas", "Cabelo castanho", "Olhos verdes", "Camisa branca", "Capa verde"), 0.70
"C Meliodas", ("Cabelo até as orelhas", "Cabelo loiro", "Olhos azuis", "Roupa branca", "Gravata", "Colete preto"), 0.75
"S Cabelo até as orelhas", ("Cabelo loiro", "Olhos azuis"), 0.08
"S Bengala", ("Luvas pretas", "Bandana"), 0.31
"C Megumi Fushiguro", ("Cabelo até as orelhas", "Cabelo preto", "Olhos azuis", "Roupa azul", "Uniforme escolar"), 0.98
"C Robin Nico", ("Cabelo até a cintura", "Cabelo preto", "Olhos azuis", "Roupa azul", "Chapéu", "Óculos"), 0.81
"C Tenya Iida", ("Cabelo até as orelhas", "Cabelo preto", "Olhos azuis", "Uniforme escolar", "Botas com propulsores", "Traje de super-herói"), 0.90
"C Arataka Reigen", ("Cabelo até as orelhas", "Cabelo loiro", "Olhos castanhos", "Terno cinza", "Gravata rosa"), 0.92
"C Ochako Uraraka", ("Cabelo até os ombros", "Cabelo castanho", "Olhos castanhos", "Uniforme escolar", "Poderes de gravidade", "Traje de super-herói"), 0.97
"C Sanji", ("Cabelo até as orelhas", "Cabelo loiro", "Olhos pretos", "Camisa preta", "Gravata", "Cigarro"), 0.95
"C Denji", ("Cabelo até as orelhas", "Cabelo loiro", "Olhos castanhos", "Camisa branca", "Pochita", "Gravata"), 0.96
"C Yuu Ishigami", ("Cabelo até o pescoço", "Cabelo preto", "Olhos pretos", "Uniforme escolar", "Tesoureiro do Conselho Estudantil"), 0.77
"S Roupa vermelha", ("Olhos amarelos", "Cabelo loiro", "Poderes de alquimia"), 0.14
"S Olhos castanhos", ("Super hacker", "Camisa verde", "Cabelo castanho"), 0.23
